SCATNUM	PREYSP	FO_OT.BK	FO_OTHER	DATE	Year
SMI05-006	LOLOPA	1	0	9/4/2003	2003
SMI05-007	ENGMOR	1	1	9/4/2003	2003
SMI05-008	SARSAG	1	1	9/4/2003	2003
SMI05-010	TRASYM	0	1	9/4/2003	2003
SMI05-011	UNKIDF	0	1	9/4/2003	2003
SMI05-014	NOTIDF	1	0	9/4/2003	2003
SMI05-015	SARSAG	1	1	9/4/2003	2003
SMI05-016	ENGMOR	1	1	9/4/2003	2003
SMI05-017	TRASYM	1	1	9/4/2003	2003
SMI05-018	SARSAG	1	1	9/4/2003	2003
SMI05-020	ENGMOR	1	1	9/4/2003	2003
SMI05-021	UNKIDF	0	1	9/4/2003	2003
SMI06-041	ENGMOR	0	1	9/4/2003	2003
SMI06-043	LOLOPA	1	0	9/4/2003	2003
SMI06-044	SARSAG	1	1	9/4/2003	2003
SMI06-046	ENGMOR	1	0	9/4/2003	2003
SMI06-048	GONSPX	1	0	9/4/2003	2003
SMI06-051	LOLOPA	1	0	9/4/2003	2003
SMI06-055	MERPRO	1	1	9/4/2003	2003
SMI06-056	SARSAG	1	1	9/4/2003	2003
SMI06-057	ENGMOR	1	1	9/4/2003	2003
SMI06-060	SEBSPP	1	1	9/4/2003	2003
SMI06-064	UNKIDF	1	0	9/4/2003	2003
SMI06-065	TRASYM	0	1	9/4/2003	2003
SMI06-066	GONSPX	1	0	9/4/2003	2003
SMI06-068	LOLOPA	1	0	9/4/2003	2003
SMI06-069	SEBSPP	1	1	9/4/2003	2003
SMI01-171	ENGMOR	1	1	9/4/2003	2003
SMI03-055	TRASYM	1	0	9/4/2003	2003
SMI02-126	ENGMOR	1	1	9/4/2003	2003
SMI87-010	SARSAG	1	1	9/4/2003	2003
SMI93-513	MERPRO	1	1	9/4/2003	2003
SMI93-515	SEBSPP	1	0	9/4/2003	2003
SMI93-516	NOTIDF	0	1	9/4/2003	2003
SMI93-517	LOLOPA	1	0	9/4/2003	2003
SMI93-520	SARSAG	1	1	9/4/2003	2003
SMI93-521	ENGMOR	1	1	9/4/2003	2003
SMI93-524	MERPRO	1	1	9/4/2003	2003
SMI97-001	SEBSPP	1	1	9/4/2003	2003
SMI97-003	NOTIDF	1	0	9/4/2003	2003
SMI97-004	SARSAG	1	1	9/4/2003	2003
SMI97-005	NOTIDC	1	0	9/4/2003	2003
SMI97-006	UNKIDF	0	1	9/4/2003	2003
SMI97-010	ENGMOR	1	1	9/4/2003	2003
SMI97-013	SARSAG	1	1	9/4/2003	2003
SMI97-018	OMMSPP	1	0	9/4/2003	2003
SMI98-006	LOLOPA	1	0	9/4/2003	2003
SMI98-012	SARSAG	1	1	9/4/2003	2003
SMI98-029	UNKIDF	0	1	9/4/2003	2003
SMI00-025	SARSAG	1	1	9/4/2003	2003
SMI00-028	ENGMOR	1	1	9/4/2003	2003
SMI00-032	LOLOPA	1	0	9/4/2003	2003
SMI00-033	SARSAG	1	1	9/4/2003	2003
SMI01-173	MERPRO	0	1	9/4/2003	2003
SMI01-012	TRASYM	1	1	9/4/2003	2003
SMI01-013	NOTIDF	0	0	9/4/2003	2003
SMI01-015	LOLOPA	1	0	9/4/2003	2003
SMI01-018	ENGMOR	1	0	9/4/2003	2003
SMI01-025	SARSAG	1	1	9/4/2003	2003
SMI01-027	TRASYM	1	1	9/4/2003	2003
SMI01-032	COLSAI	0	1	9/4/2003	2003
SMI01-034	MYCSPP	1	0	9/4/2003	2003
SMI01-035	SARSAG	0	1	9/4/2003	2003
SMI01-044	TARCRE	1	0	9/4/2003	2003
SMI01-048	SYMCAL	1	0	9/4/2003	2003
SMI02-132	UNKIDC	0	1	9/4/2003	2003
SMI02-001	MERPRO	1	0	9/4/2003	2003
SMI02-003	ENGMOR	1	0	9/4/2003	2003
SMI02-009	SARSAG	1	0	9/4/2003	2003
SMI02-011	TARCRE	1	0	9/4/2003	2003
SMI02-023	UNKIDC	0	1	9/4/2003	2003
SMI03-049	NOTIDF	1	0	9/4/2003	2003
SMI04-065	ENGMOR	1	1	9/4/2003	2003
SMI04-068	SARSAG	1	1	9/4/2003	2003
SMI04-070	LOLOPA	1	0	9/4/2003	2003
SMI04-073	ENGMOR	1	1	9/4/2003	2003
SMI04-074	SARSAG	1	1	9/4/2003	2003
SMI04-075	MERPRO	1	0	9/4/2003	2003
SMI04-076	OMMSPP	1	0	9/4/2003	2003
SMI04-077	GONSPX	1	0	9/4/2003	2003
SMI04-078	SARSAG	1	1	9/4/2003	2003
SMI04-084	ENGMOR	1	1	9/4/2003	2003
SMI04-089	MERPRO	0	1	9/4/2003	2003
SMI05-184	LOLOPA	1	0	9/4/2003	2003
SMI05-185	ENGMOR	1	1	9/4/2003	2003
SMI05-015	SARSAG	0	1	9/4/2003	2003
SMI05-021	LOLOPA	1	0	9/4/2003	2003
SMI05-022	MERPRO	1	1	9/4/2003	2003
SMI06-061	UNKIDF	1	0	9/4/2003	2003
SMI06-062	LOLOPA	1	0	9/4/2003	2003
SMI06-066	ENGMOR	1	1	9/4/2003	2003
SMI06-069	SARSAG	1	1	9/4/2003	2003
SMI87-004	NOTIDF	1	0	9/4/2003	2003
SMI87-016	ENGMOR	1	1	9/4/2003	2003
SMI87-017	SARSAG	1	1	9/4/2003	2003
SMI93-510	SARSAG	1	1	9/4/2003	2003
SMI93-511	TRASYM	1	1	9/4/2003	2003
SMI93-512	ENGMOR	1	1	9/4/2003	2003
SMI93-513	UNKIDF	0	1	9/4/2003	2003
SMI93-514	GONSPX	1	0	9/4/2003	2003
SMI93-516	LOLOPA	1	0	9/4/2003	2003
SMI93-520	SARSAG	1	1	9/4/2003	2003
SMI93-522	ENGMOR	1	1	9/4/2003	2003
SMI93-524	MERPRO	1	1	9/4/2003	2003
SMI97-002	SEBSPP	0	1	9/4/2003	2003
SMI97-003	LOLOPA	1	0	9/4/2003	2003
SMI97-009	ENGMOR	1	1	9/4/2003	2003
SMI97-011	SARSAG	1	1	9/4/2003	2003
SMI97-012	MERPRO	0	1	9/4/2003	2003
SMI97-013	NOTIDF	1	0	9/4/2003	2003
SMI97-015	LOLOPA	1	0	9/4/2003	2003
SMI97-017	ENGMOR	1	1	9/4/2003	2003
SMI98-005	SARSAG	1	1	9/4/2003	2003
SMI98-011	SARSAG	0	1	9/4/2003	2003
SMI98-014	TRASYM	0	1	9/4/2003	2003
SMI98-017	ENGMOR	0	1	9/4/2003	2003
SMI98-020	SARSAG	1	1	9/4/2003	2003
SMI98-022	TRASYM	1	1	9/4/2003	2003
SMI98-023	SARSAG	1	1	9/4/2003	2003
SMI98-027	TRASYM	1	1	9/4/2003	2003
SMI98-028	UNKIDF	0	1	9/4/2003	2003
SMI98-030	SARSAG	1	1	9/4/2003	2003
SMI98-031	TRASYM	0	1	9/4/2003	2003
SMI98-033	LOLOPA	1	0	9/4/2003	2003
SMI98-034	ENGMOR	1	0	9/4/2003	2003
SMI00-002	SARSAG	1	0	9/4/2003	2003
SMI00-008	MERPRO	1	0	9/4/2003	2003
SMI00-009	UNKIDC	0	1	9/4/2003	2003
SMI00-017	LOLOPA	1	0	9/4/2003	2003
SMI00-019	MERPRO	1	1	9/4/2003	2003
SMI00-023	TRASYM	0	1	9/4/2003	2003
SMI00-024	SARSAG	1	0	9/4/2003	2003
SMI00-025	ENGMOR	1	1	9/4/2003	2003
SMI00-026	GONSPX	1	0	7/28/2004	2004
SMI00-027	ENGMOR	1	0	7/28/2004	2004
SMI00-028	LEUSTI	1	0	7/28/2004	2004
SMI00-030	NOTIDC	1	0	7/28/2004	2004
SMI00-031	GONSPX	1	0	7/28/2004	2004
SMI01-166	LOLOPA	1	0	7/28/2004	2004
SMI01-169	UNKIDF	0	1	7/28/2004	2004
SMI01-177	MERPRO	1	0	7/28/2004	2004
SMI01-181	NOTIDC	1	0	7/28/2004	2004
SMI01-014	UNKIDF	0	1	7/28/2004	2004
SMI01-015	MERPRO	0	1	7/28/2004	2004
SMI01-020	ENGMOR	1	1	7/28/2004	2004
SMI01-027	MERPRO	0	1	7/28/2004	2004
SMI01-029	SARSAG	0	1	7/28/2004	2004
SMI01-032	NOTIDC	1	0	7/28/2004	2004
SMI01-033	SARSAG	0	1	7/28/2004	2004
SMI01-034	MERPRO	1	1	7/28/2004	2004
SMI01-036	MERPRO	0	1	7/28/2004	2004
SMI01-040	SARSAG	0	1	7/28/2004	2004
SMI01-041	ENGMOR	0	1	7/28/2004	2004
SMI01-043	NOTIDC	1	0	7/28/2004	2004
SMI01-045	MERPRO	1	0	7/28/2004	2004
SMI01-048	NOTIDC	1	0	7/28/2004	2004
SMI01-049	NOTIDF	0	1	7/28/2004	2004
SMI01-051	NOTIDC	1	0	7/28/2004	2004
SMI01-052	LEUSTI	1	1	7/28/2004	2004
SMI01-054	SARSAG	1	0	7/28/2004	2004
SMI02-128	STELEU	1	0	7/28/2004	2004
SMI02-130	GONSPX	1	0	7/28/2004	2004
SMI02-133	NOTIDC	1	0	7/28/2004	2004
SMI02-135	GOTSPP	1	0	7/28/2004	2004
SMI02-136	SARSAG	0	1	7/28/2004	2004
SMI02-001	NOTIDF	0	1	7/28/2004	2004
SMI02-002	NOTIDC	1	0	7/28/2004	2004
SMI02-003	NOTIDF	0	1	7/28/2004	2004
SMI02-005	NOTIDC	1	0	7/28/2004	2004
SMI02-009	MERPRO	0	1	7/28/2004	2004
SMI02-013	SARSAG	0	1	7/28/2004	2004
SMI02-014	ENGMOR	0	1	7/28/2004	2004
SMI02-015	ONYBOR	1	0	7/28/2004	2004
SMI02-017	MERPRO	1	1	7/28/2004	2004
SMI02-018	ENGMOR	1	0	7/28/2004	2004
SMI02-020	LEUSTI	1	0	7/28/2004	2004
SMI02-021	CHITAY	1	0	7/28/2004	2004
SMI02-022	OCTRUB	1	0	7/28/2004	2004
SMI02-023	LOLOPA	1	0	7/28/2004	2004
SMI02-024	MERPRO	0	1	7/28/2004	2004
SMI03-025	SARSAG	0	1	7/28/2004	2004
SMI03-037	UNKIDF	0	1	7/28/2004	2004
SMI03-039	ENGMOR	0	1	7/28/2004	2004
SMI03-040	NOTIDF	1	0	7/28/2004	2004
SMI03-047	NOTIDF	0	1	7/28/2004	2004
SMI03-048	NOTIDC	0	1	7/28/2004	2004
SMI03-053	SARSAG	0	1	7/28/2004	2004
SMI03-056	ENGMOR	1	0	7/28/2004	2004
SMI03-063	SEBSPP	0	1	7/28/2004	2004
SMI03-067	NOTIDF	0	1	7/28/2004	2004
SMI04-075	SARSAG	0	1	7/28/2004	2004
SMI04-077	MERPRO	0	1	7/28/2004	2004
SMI04-078	SARSAG	0	1	7/28/2004	2004
SMI04-083	NOTIDF	0	1	7/28/2004	2004
SMI04-084	NOTIDC	1	0	7/28/2004	2004
SMI04-086	SARSAG	0	1	7/28/2004	2004
SMI04-089	ENGMOR	0	1	7/24/2005	2005
SMI05-184	SEBSPP	1	1	7/24/2005	2005
SMI05-013	MERPRO	0	1	7/24/2005	2005
SMI05-015	ENGMOR	1	1	7/24/2005	2005
SMI05-018	COTSPP	1	0	7/24/2005	2005
SMI05-020	LOLOPA	1	0	7/24/2005	2005
SMI06-045	MERPRO	1	1	7/24/2005	2005
SMI06-050	ENGMOR	1	1	7/24/2005	2005
SMI06-053	SEBSPP	1	0	7/24/2005	2005
SMI06-059	GONBOR	1	0	7/24/2005	2005
SMI06-061	MERPRO	1	1	7/24/2005	2005
SMI06-068	LOLOPA	1	0	7/24/2005	2005
SMI06-071	ENGMOR	0	1	7/24/2005	2005
SMI87-002	MERPRO	0	1	7/24/2005	2005
SMI87-003	MERPRO	1	1	7/24/2005	2005
SMI87-019	STELEU	1	0	7/24/2005	2005
SMI97-004	GONBOR	1	0	7/24/2005	2005
SMI98-019	MERPRO	1	1	7/24/2005	2005
SMI00-001	SEBSPP	1	0	7/24/2005	2005
SMI00-004	ENGMOR	0	1	7/24/2005	2005
SMI00-006	LOLOPA	1	0	7/24/2005	2005
SMI00-011	ENGMOR	1	0	7/24/2005	2005
SMI00-014	LEUSTI	1	0	7/24/2005	2005
SMI00-020	MERPRO	1	1	7/24/2005	2005
SMI00-024	SARSAG	0	1	7/24/2005	2005
SMI01-166	MERPRO	1	0	7/24/2005	2005
SMI01-015	SARSAG	1	0	7/24/2005	2005
SMI01-028	ENGMOR	1	0	7/24/2005	2005
SMI01-045	NOTIDF	0	1	7/24/2005	2005
SMI01-051	MERPRO	1	1	7/24/2005	2005
SMI01-053	OCTRUB	1	0	7/24/2005	2005
SMI02-004	LEUSTI	1	0	7/24/2005	2005
SMI02-009	ENGMOR	1	0	7/24/2005	2005
SMI02-014	STELEU	1	0	7/24/2005	2005
SMI02-016	MERPRO	1	1	7/24/2005	2005
SMI02-017	NOTIDC	1	0	7/24/2005	2005
SMI02-020	LOLOPA	1	0	7/24/2005	2005
SMI04-082	OCTRUB	1	0	7/24/2005	2005
SMI05-014	NOTIDF	1	0	7/24/2005	2005
SMI05-015	MERPRO	1	1	7/24/2005	2005
SMI05-021	SARSAG	0	1	7/24/2005	2005
SMI06-044	MERPRO	1	1	7/24/2005	2005
SMI03-051	MERPRO	1	1	7/24/2005	2005
SMI03-059	NOTIDF	0	1	7/24/2005	2005
SMI87-003	ONYBOR	1	0	7/24/2005	2005
SMI87-006	HISHET	1	0	7/24/2005	2005
SMI87-008	LOLOPA	1	0	7/24/2005	2005
SMI98-019	SARSAG	1	1	7/24/2005	2005
SMI00-010	ENGMOR	0	1	7/24/2005	2005
SMI00-011	NOTIDF	0	1	7/29/1993	1993
SMI00-019	NOTIDF	0	1	7/29/1993	1993
SMI00-023	NOTIDF	0	1	7/29/1993	1993
SMI01-166	NOTIDF	0	1	7/29/1993	1993
SMI01-014	NOTIDC	0	1	7/29/1993	1993
SMI01-020	NOTIDF	0	1	7/29/1993	1993
SMI01-033	NOTIDC	0	1	7/29/1993	1993
SMI01-038	NOTIDC	0	1	7/29/1993	1993
SMI02-002	NOTIDF	0	1	7/29/1993	1993
SMI02-006	STELEU	1	0	7/29/1993	1993
SMI02-007	LEUSTI	1	0	7/29/1993	1993
SMI02-020	NOTIDC	0	1	7/29/1993	1993
SMI03-020	MERPRO	1	1	7/29/1993	1993
SMI03-024	LEUSTI	1	0	7/29/1993	1993
SMI04-081	MERPRO	1	0	7/29/1993	1993
SMI05-186	NOTIDC	1	0	7/29/1993	1993
SMI05-018	UNKIDF	1	0	7/29/1993	1993
SMI05-020	NOTIDF	0	1	7/29/1993	1993
SMI03-022	NOTIDC	0	1	7/29/1993	1993
SMI93-530	SEBSPP	1	0	7/29/1993	1993
SMI97-002	NOTIDF	0	1	7/29/1993	1993
SMI98-003	MERPRO	1	1	7/29/1993	1993
SMI98-004	NOTIDC	0	1	7/29/1993	1993
SMI98-010	MERPRO	1	0	7/29/1993	1993
SMI98-015	NOTIDF	0	1	7/29/1993	1993
SMI98-018	STELEU	1	0	7/29/1993	1993
SMI98-021	LEUSTI	1	0	7/29/1993	1993
SMI98-026	MERPRO	1	0	7/29/1993	1993
SMI98-032	UNKIDF	0	1	7/29/1993	1993
SMI98-035	SARSAG	1	1	7/29/1993	1993
SMI98-036	SCOJAP	1	0	7/29/1993	1993
SMI01-166	STELEU	1	0	7/29/1993	1993
SMI01-012	MERPRO	1	1	7/29/1993	1993
SMI02-129	LEUSTI	1	0	7/29/1993	1993
SMI02-131	MERPRO	1	0	7/29/1993	1993
SMI02-010	UNKIDF	1	1	7/29/1993	1993
SMI02-025	SEBSPP	1	0	7/29/1993	1993
SMI03-019	SEBSPP	1	0	7/29/1993	1993
SMI03-020	STELEU	1	0	8/3/1998	1998
SMI03-021	TARCRE	1	0	8/3/1998	1998
SMI03-022	LEUSTI	1	0	8/3/1998	1998
SMI03-023	SARSAG	0	1	8/3/1998	1998
SMI03-024	COTSPP	1	0	8/3/1998	1998
SMI03-025	SARSAG	1	1	8/3/1998	1998
SMI03-026	ENGMOR	1	1	8/3/1998	1998
SMI03-027	COTSPP	1	0	8/3/1998	1998
SMI03-035	NOTIDF	1	1	8/3/1998	1998
SMI03-036	NOTIDC	0	1	8/3/1998	1998
SMI03-037	MERPRO	1	1	8/3/1998	1998
SMI03-038	MERPRO	1	0	8/3/1998	1998
SMI03-039	SARSAG	0	1	8/3/1998	1998
SMI03-040	NOTIDF	0	1	8/3/1998	1998
SMI03-041	MERPRO	0	1	8/3/1998	1998
SMI03-042	NOTIDC	1	0	8/3/1998	1998
SMI03-044	MERPRO	1	0	8/3/1998	1998
SMI03-045	NOTIDF	0	1	8/3/1998	1998
SMI03-047	SARSAG	1	1	8/3/1998	1998
SMI03-048	MERPRO	0	1	8/3/1998	1998
SMI03-049	LOLOPA	1	0	8/3/1998	1998
SMI03-050	MERPRO	1	1	8/3/1998	1998
SMI03-051	LEUSTI	1	0	8/3/1998	1998
SMI03-052	SYMCAL	1	0	8/3/1998	1998
SMI03-053	STELEU	1	0	8/3/1998	1998
SMI03-054	NOTIDF	1	0	8/3/1998	1998
SMI03-055	LEUSTI	1	0	8/3/1998	1998
SMI03-056	GOTSPP	1	0	8/3/1998	1998
SMI03-057	ABRFEL	1	0	8/3/1998	1998
SMI03-058	MERPRO	1	0	8/3/1998	1998
SMI03-059	SYMCAL	1	0	8/3/1998	1998
SMI03-060	TARCRE	1	0	8/3/1998	1998
SMI03-061	STELEU	1	0	8/3/1998	1998
SMI03-063	LEUSTI	1	0	8/3/1998	1998
SMI03-064	SARSAG	0	1	8/3/1998	1998
SMI03-065	TARCRE	1	0	8/3/1998	1998
SMI03-066	STELEU	1	0	8/3/1998	1998
SMI03-067	SYMCAL	1	0	8/3/1998	1998
SMI03-068	LEUSTI	1	1	8/3/1998	1998
SMI03-069	COLSAI	0	1	8/3/1998	1998
SMI03-070	OCTRUB	1	0	8/3/1998	1998
SMI03-071	GONONY	1	0	8/3/1998	1998
SMI03-073	GONSPX	1	0	8/3/1998	1998
SMI03-074	GOTSPP	1	0	8/3/1998	1998
SMI03-075	ONYBOR	1	0	8/3/1998	1998
SMI04-070	ABRFEL	1	0	8/3/1998	1998
SMI04-071	NOTIDF	0	1	8/3/1998	1998
SMI04-073	SARSAG	1	1	8/3/1998	1998
SMI04-076	MERPRO	1	0	8/3/1998	1998
SMI04-077	LOLOPA	1	0	8/3/1998	1998
SMI04-080	MERPRO	1	0	8/3/1998	1998
SMI04-083	LEUSTI	1	0	8/3/1998	1998
SMI04-085	STELEU	1	0	8/3/1998	1998
SMI04-087	NOTIDF	0	1	8/3/1998	1998
SMI04-088	LOLOPA	1	0	8/3/1998	1998
SMI04-090	NOTIDF	0	1	8/3/1998	1998
SMI05-010	LOLOPA	1	0	8/3/1998	1998
SMI05-011	LEUSTI	1	0	8/3/1998	1998
SMI05-016	SARSAG	0	1	8/3/1998	1998
SMI05-019	NOTIDF	0	1	8/3/1998	1998
SMI05-022	NOTIDF	0	1	8/3/1998	1998
SMI06-041	NOTIDC	0	1	8/3/1998	1998
SMI06-044	NOTIDF	0	1	8/3/1998	1998
SMI06-045	NOTIDF	0	1	8/3/1998	1998
SMI06-046	UNKIDF	0	1	8/3/1998	1998
SMI06-047	MERPRO	1	0	8/3/1998	1998
SMI06-050	SARSAG	0	1	8/3/1998	1998
SMI06-051	LOLOPA	1	0	8/3/1998	1998
SMI06-057	NOTIDF	0	1	8/3/1998	1998
SMI06-060	NOTIDF	1	1	8/3/1998	1998
SMI06-062	SARSAG	0	1	8/3/1998	1998
SMI06-063	SARSAG	0	1	8/3/1998	1998
SMI06-064	MERPRO	1	1	8/3/1998	1998
SMI06-066	STELEU	1	0	8/3/1998	1998
SMI06-068	MERPRO	1	0	8/3/1998	1998
SMI87-002	LEUSTI	1	0	8/3/1998	1998
SMI93-530	UNKIDC	1	0	8/3/1998	1998
SMI87-002	MERPRO	1	1	7/28/1997	1997
SMI87-011	SARSAG	1	1	7/28/1997	1997
SMI93-521	STELEU	1	0	7/28/1997	1997
SMI93-532	NOTIDF	0	1	7/28/1997	1997
SMI93-533	LEUSTI	1	0	7/28/1997	1997
SMI97-017	NOTIDF	0	1	7/28/1997	1997
SMI00-015	NOTIDC	1	0	7/28/1997	1997
SMI00-021	MERPRO	0	1	7/28/1997	1997
SMI00-029	OCTRUB	1	0	7/28/1997	1997
SMI01-046	NOTIDC	1	0	7/28/1997	1997
SMI02-005	MERPRO	1	1	7/28/1997	1997
SMI02-009	NOTIDC	1	0	7/28/1997	1997
SMI02-012	LOLOPA	1	0	7/28/1997	1997
SMI03-039	NOTIDC	1	0	7/28/1997	1997
SMI03-045	UNKIDF	0	1	7/28/1997	1997
SMI03-046	LOLOPA	1	0	7/28/1997	1997
SMI03-047	GONSPX	1	0	7/28/1997	1997
SMI03-048	NOTIDC	1	0	7/28/1997	1997
SMI03-066	NOTIDF	0	1	7/28/1997	1997
SMI04-086	LOLOPA	1	0	7/28/1997	1997
SMI05-183	SEBSPP	1	0	7/28/1997	1997
SMI05-002	NOTIDF	0	1	7/28/1997	1997
SMI05-003	LEUSTI	1	0	7/28/1997	1997
SMI05-008	STELEU	1	0	7/28/1997	1997
SMI05-021	NOTIDF	0	1	7/28/1997	1997
SMI06-047	UNKIDF	0	1	7/28/1997	1997
SMI06-048	GONSPX	1	0	7/28/1997	1997
SMI93-516	NOTIDF	0	1	7/28/1997	1997
SMI93-526	NOTIDC	1	0	7/28/1997	1997
SMI93-530	NOTIDF	0	1	7/28/1997	1997
SMI97-002	NOTIDC	1	0	7/28/1997	1997
SMI97-016	UNKIDF	0	1	7/28/1997	1997
SMI98-003	NOTIDC	1	0	7/28/1997	1997
SMI98-017	LOLOPA	1	0	7/28/1997	1997
SMI98-018	NOTIDF	0	1	7/28/1997	1997
SMI98-019	LOLOPA	1	0	7/28/1997	1997
SMI98-022	MERPRO	1	1	8/9/1987	1987
SMI98-037	MERPRO	0	1	8/9/1987	1987
SMI00-008	NOTIDF	0	1	8/9/1987	1987
SMI01-166	NOTIDF	0	1	8/9/1987	1987
SMI01-048	UNKIDF	0	1	8/9/1987	1987
SMI02-009	MERPRO	0	1	8/9/1987	1987
SMI03-035	MERPRO	1	1	8/9/1987	1987
SMI04-076	MERPRO	1	1	8/9/1987	1987
SMI05-007	ENGMOR	1	1	8/9/1987	1987
SMI05-015	MERPRO	1	1	8/9/1987	1987
SMI05-022	LOLOPA	1	0	8/9/1987	1987
SMI87-003	UNKIDC	1	0	8/9/1987	1987
SMI87-005	MERPRO	1	1	8/9/1987	1987
SMI98-017	ENGMOR	1	1	8/9/1987	1987
SMI98-018	LOLOPA	1	0	8/9/1987	1987
SMI98-019	NOTIDC	1	0	8/9/1987	1987
SMI00-011	MERPRO	1	1	8/9/1987	1987
SMI00-021	SEBSPP	1	0	8/9/1987	1987
SMI01-166	SCOJAP	1	1	8/9/1987	1987
SMI01-171	ENGMOR	1	0	8/9/1987	1987
SMI01-017	LOLOPA	1	0	8/9/1987	1987
SMI01-042	OCTRUB	1	0	8/9/1987	1987
SMI01-048	MERPRO	1	0	8/9/1987	1987
SMI02-132	TARCRE	1	0	8/9/1987	1987
SMI02-138	ONYBOR	1	0	8/9/1987	1987
SMI02-139	GONSPX	1	0	8/9/1987	1987
SMI02-002	ABRFEL	1	0	8/9/1987	1987
SMI02-020	MERPRO	1	1	8/9/1987	1987
SMI03-055	LOLOPA	1	0	8/9/1987	1987
SMI03-060	ENGMOR	1	1	8/9/1987	1987
SMI05-182	MERPRO	1	1	8/9/1987	1987
SMI05-187	LOLOPA	1	0	8/9/1987	1987
SMI06-054	ONYBOR	1	0	8/9/1987	1987
SMI87-008	SYMCAL	1	0	8/9/1987	1987
SMI98-003	COLSAI	0	1	8/9/1987	1987
SMI98-018	ABRFEL	1	0	8/9/1987	1987
SMI98-019	LOLOPA	1	0	8/9/1987	1987
SMI00-011	MERPRO	0	1	8/9/1987	1987
SMI00-021	NOTIDF	0	1	8/9/1987	1987
SMI01-166	MERPRO	1	0	8/9/1987	1987
SMI01-171	ENGMOR	1	1	8/9/1987	1987
SMI01-019	SYMCAL	1	0	8/9/1987	1987
SMI01-045	OCTRUB	1	0	8/9/1987	1987
SMI01-048	LOLOPA	1	0	8/9/1987	1987
SMI02-132	ONYBOR	1	0	8/9/1987	1987
SMI02-133	ENGMOR	0	1	8/9/1987	1987
SMI02-020	OCTRUB	1	0	8/9/1987	1987
SMI03-055	MERPRO	1	1	8/9/1987	1987
SMI03-056	ENGMOR	1	1	8/9/1987	1987
SMI05-022	SEBSPP	1	0	8/9/1987	1987
SMI00-014	NOTIDF	0	1	8/4/2000	2000
SMI01-015	OCTRUB	1	0	8/4/2000	2000
SMI03-023	NOTIDF	0	1	8/4/2000	2000
SMI03-035	NOTIDC	1	0	8/4/2000	2000
SMI03-038	NOTIDF	0	1	8/4/2000	2000
SMI03-040	LOLOPA	1	0	8/4/2000	2000
SMI03-041	NOTIDF	0	1	8/4/2000	2000
SMI03-045	NOTIDF	0	1	8/4/2000	2000
SMI03-047	UNKIDF	0	1	8/4/2000	2000
SMI03-053	LOLOPA	1	0	8/4/2000	2000
SMI03-054	NOTIDC	1	0	8/4/2000	2000
SMI03-065	MERPRO	1	1	8/4/2000	2000
SMI03-069	SEBSPP	1	0	8/4/2000	2000
SMI03-070	LOLOPA	1	0	8/4/2000	2000
SMI03-071	NOTIDF	0	1	8/4/2000	2000
SMI03-073	LOLOPA	1	0	8/4/2000	2000
SMI03-075	NOTIDF	0	1	8/4/2000	2000
SMI87-001	NOTIDC	0	1	8/4/2000	2000
SMI98-038	MERPRO	0	1	8/4/2000	2000
SMI00-014	NOTIDC	1	0	8/4/2000	2000
